Date,Open,High,Low,Close,Adj Close,Volume
2015-12-04,185.610001,190.619995,184.750000,189.990005,178.563156,3517200
2015-12-07,190.000000,190.119995,185.000000,185.490005,174.333801,3499900
2015-12-08,183.919998,184.470001,181.839996,182.919998,171.918365,2663800
2015-12-09,182.020004,184.850006,179.830002,180.710007,169.841278,3907500
2015-12-10,180.990005,183.929993,180.309998,182.110001,171.157074,2212300
2015-12-11,179.679993,180.149994,175.470001,176.559998,165.940887,3750100
2015-12-14,176.669998,178.630005,172.899994,176.399994,165.790497,5102400
2015-12-15,178.979996,183.279999,178.850006,182.009995,171.063080,3398700
2015-12-16,184.009995,186.880005,181.679993,186.210007,175.010513,3191700
2015-12-17,186.880005,187.889999,182.610001,182.610001,171.626999,2807900
2015-12-18,181.199997,181.899994,175.389999,175.490005,164.935242,6740800
2015-12-21,177.500000,178.149994,175.830002,177.750000,167.059296,2472900
2015-12-22,178.899994,180.690002,177.050003,180.050003,169.220978,2312800
2015-12-23,180.699997,183.000000,180.460007,182.949997,171.946564,2367900
2015-12-24,182.270004,183.169998,182.020004,182.470001,171.495453,1107600
2015-12-28,181.770004,181.929993,179.839996,181.619995,170.696548,1723300
2015-12-29,182.820007,184.179993,182.500000,183.529999,172.491684,1848900
2015-12-30,183.279999,183.529999,181.839996,182.009995,171.063080,1514300
2015-12-31,181.160004,182.889999,180.029999,180.229996,169.390152,1773900
2016-01-04,175.789993,177.190002,173.759995,177.139999,166.485992,3745500
2016-01-05,176.710007,177.500000,172.919998,174.089996,163.619415,4521600
2016-01-06,171.309998,172.020004,169.100006,169.839996,159.625031,5539400
2016-01-07,166.669998,169.500000,163.600006,164.619995,154.719009,5687900
2016-01-08,166.750000,168.419998,163.630005,163.940002,154.079895,4929800
2016-01-11,165.000000,166.460007,163.339996,165.729996,155.762268,4386500
2016-01-12,166.889999,168.179993,163.300003,165.710007,155.743439,4441300
2016-01-13,166.460007,167.100006,157.919998,158.990005,149.427643,5252500
2016-01-14,160.300003,162.509995,156.759995,161.389999,151.683289,4272500
2016-01-15,156.699997,157.990005,153.809998,155.610001,146.250900,6237200
2016-01-19,157.559998,158.759995,155.279999,156.820007,147.388168,5860600
2016-01-20,154.100006,158.369995,151.649994,153.750000,144.502808,9369100
2016-01-21,153.970001,155.160004,151.490005,151.649994,142.529099,5738800
2016-01-22,154.580002,156.990005,153.860001,156.860001,147.425735,5583800
2016-01-25,156.399994,156.529999,151.119995,151.119995,142.030945,5051700
2016-01-26,151.119995,156.100006,151.119995,154.449997,145.160660,5237700
2016-01-27,153.589996,158.429993,153.190002,153.720001,144.474609,5153100
2016-01-28,155.009995,158.050003,152.529999,157.059998,147.613708,4292900
2016-01-29,158.639999,161.589996,157.779999,161.559998,151.843048,4887900
2016-02-01,160.410004,161.000000,158.449997,159.649994,150.047897,2963500
2016-02-02,157.000000,157.000000,150.160004,151.699997,142.576050,6316200
2016-02-03,152.500000,153.839996,147.009995,152.679993,143.497116,5893200
2016-02-04,152.300003,157.949997,152.009995,156.490005,147.078003,4573100
2016-02-05,157.570007,159.699997,155.690002,156.470001,147.059204,4596100
2016-02-08,153.830002,153.830002,145.250000,149.250000,140.273422,8680000
2016-02-09,145.520004,149.949997,145.100006,148.250000,139.333557,6919400
2016-02-10,150.000000,153.380005,147.210007,147.229996,138.374939,7609600
2016-02-11,143.410004,144.410004,139.050003,140.690002,132.228256,10252200
2016-02-12,143.750000,146.509995,143.699997,146.130005,137.341080,9009300
2016-02-16,149.600006,150.479996,147.449997,149.020004,140.057297,10198000
2016-02-17,150.800003,151.869995,150.309998,150.940002,141.861786,5578800
2016-02-18,151.250000,152.000000,147.369995,147.729996,138.844849,5895500
2016-02-19,147.000000,147.729996,145.429993,146.910004,138.074173,5257300
2016-02-22,149.199997,149.990005,148.229996,148.789993,139.841095,4287900
2016-02-23,148.000000,148.050003,144.050003,144.910004,136.194473,4249600
2016-02-24,143.080002,145.639999,140.259995,145.559998,136.805389,5714700
2016-02-25,146.000000,149.070007,145.229996,148.250000,139.333557,4299600
2016-02-26,149.720001,151.970001,149.009995,150.250000,141.213287,5924500
2016-02-29,149.750000,150.289993,148.320007,149.529999,141.147202,5506400
2016-03-01,150.949997,154.770004,150.679993,154.649994,145.980179,6490400
2016-03-02,154.750000,155.410004,153.449997,154.199997,145.555420,5047500
2016-03-03,154.000000,155.660004,153.360001,155.330002,146.622086,3615800
2016-03-04,156.369995,158.850006,155.289993,156.839996,148.047379,5256700
2016-03-07,156.000000,156.369995,154.410004,155.350006,146.640945,2771900
2016-03-08,154.000000,154.229996,151.500000,151.600006,143.101181,3830400
2016-03-09,152.110001,152.500000,149.179993,149.910004,141.505920,3250900
2016-03-10,150.410004,153.600006,148.839996,151.020004,142.553680,4631800
2016-03-11,153.279999,154.160004,152.369995,153.940002,145.309982,4058700
2016-03-14,153.660004,154.449997,152.130005,153.490005,144.885223,3317900
2016-03-15,152.649994,152.740005,150.899994,152.029999,143.507050,3731400
2016-03-16,150.919998,152.850006,149.710007,150.539993,142.100586,4310300
2016-03-17,150.389999,153.979996,148.750000,152.910004,144.337723,4431700
2016-03-18,153.910004,158.179993,153.869995,157.600006,148.764816,7413200
2016-03-21,157.240005,158.899994,155.750000,156.289993,147.528214,4410200
2016-03-22,155.500000,155.589996,153.360001,154.199997,145.555420,3521500
2016-03-23,154.250000,155.550003,153.589996,154.080002,145.442123,3633400
2016-03-24,152.399994,153.039993,150.130005,153.000000,144.422668,3693400
2016-03-28,153.139999,154.639999,152.380005,153.839996,145.215591,2308600
2016-03-29,152.869995,155.350006,151.500000,155.029999,146.338852,2919500
2016-03-30,156.130005,158.020004,154.889999,156.500000,147.726471,3130600
2016-03-31,156.179993,157.479996,156.059998,156.979996,148.179535,2927300
2016-04-01,156.460007,160.009995,155.089996,159.820007,150.860352,3373400
2016-04-04,159.970001,160.000000,157.389999,157.770004,148.925293,2478100
2016-04-05,156.440002,156.529999,154.550003,155.350006,146.640945,2822700
2016-04-06,155.259995,156.270004,153.919998,155.190002,146.489899,2927400
2016-04-07,153.649994,154.029999,149.369995,150.410004,141.977859,4786800
2016-04-08,152.070007,152.869995,150.009995,150.279999,141.855148,3122200
2016-04-11,151.179993,153.899994,150.410004,152.199997,143.667526,3464300
2016-04-12,152.669998,155.089996,151.300003,154.309998,145.659210,2732900
2016-04-13,156.529999,159.990005,156.380005,159.850006,150.888657,5151100
2016-04-14,159.529999,162.270004,159.149994,160.910004,151.889252,3067100
2016-04-15,161.229996,161.779999,158.199997,158.520004,149.633240,3467900
2016-04-18,157.610001,160.000000,157.149994,159.020004,150.105179,3031500
2016-04-19,157.750000,163.699997,157.000000,162.649994,153.531662,5832200
2016-04-20,162.000000,167.449997,161.940002,166.979996,157.618927,4802200
2016-04-21,166.550003,168.899994,165.009995,165.320007,156.052048,4165100
2016-04-22,165.789993,167.490005,165.660004,166.750000,157.401840,2680300
2016-04-25,166.000000,167.389999,164.059998,165.089996,155.834900,2473000
2016-04-26,165.380005,166.000000,164.220001,165.839996,156.542862,2251600
2016-04-27,165.830002,168.660004,164.929993,166.919998,157.562317,3323600
2016-04-28,165.350006,167.320007,164.009995,164.289993,155.079773,2528000
2016-04-29,163.800003,164.679993,162.559998,164.110001,154.909866,2890800
2016-05-02,165.080002,167.190002,163.990005,166.179993,156.863815,1998400
2016-05-03,163.660004,164.110001,161.369995,163.139999,153.994202,2777000
2016-05-04,161.199997,162.600006,159.089996,160.070007,151.096359,3203900
2016-05-05,160.779999,160.820007,158.500000,159.529999,150.586594,2366200
2016-05-06,158.190002,160.169998,157.009995,158.850006,149.944748,2307000
2016-05-09,158.199997,159.850006,156.789993,157.509995,148.679855,2097900
2016-05-10,158.669998,161.500000,158.389999,161.419998,152.370636,2379600
2016-05-11,161.360001,162.529999,159.279999,159.419998,150.482758,2096900
2016-05-12,160.320007,161.470001,157.309998,158.070007,149.208466,2448100
2016-05-13,157.880005,159.720001,155.259995,155.339996,146.631500,2550100
2016-05-16,155.339996,156.899994,154.600006,155.380005,146.669235,3177700
2016-05-17,154.740005,157.110001,153.770004,154.649994,145.980179,2701500
2016-05-18,154.809998,160.000000,154.649994,159.940002,150.973602,3653300
2016-05-19,158.679993,159.949997,154.520004,154.699997,146.027359,4712000
2016-05-20,155.759995,156.410004,153.919998,154.509995,145.848038,3247800
2016-05-23,154.440002,156.089996,153.740005,155.449997,146.735321,2767600
2016-05-24,156.669998,158.550003,156.440002,157.589996,148.755341,3038800
2016-05-25,158.059998,162.289993,158.029999,161.250000,152.210175,3259900
2016-05-26,161.160004,161.330002,159.169998,159.220001,150.294006,2576100
2016-05-27,158.699997,160.399994,158.320007,159.529999,151.203857,2157000
2016-05-31,160.399994,161.649994,158.550003,159.479996,151.156494,2916100
2016-06-01,157.899994,160.550003,156.000000,159.970001,151.620895,2581600
2016-06-02,160.139999,160.330002,158.460007,159.279999,150.966904,2257100
2016-06-03,155.860001,156.539993,153.860001,155.669998,147.545349,4329300
2016-06-06,156.250000,157.910004,155.770004,157.059998,148.862762,2540400
2016-06-07,157.199997,157.470001,155.169998,155.169998,147.071426,2489700
2016-06-08,155.199997,156.580002,153.910004,154.639999,146.569092,2426800
2016-06-09,153.789993,154.289993,152.460007,153.169998,145.175781,2711700
2016-06-10,151.350006,151.660004,149.570007,149.889999,142.066986,4335700
2016-06-13,149.000000,151.320007,148.589996,148.630005,140.872757,3385800
2016-06-14,148.220001,149.050003,145.449997,146.190002,138.560104,5069600
2016-06-15,147.160004,148.699997,145.899994,146.160004,138.531677,2981400
2016-06-16,145.000000,146.990005,143.529999,146.630005,138.977158,3499200
2016-06-17,146.630005,148.229996,145.460007,145.639999,138.038803,4296500
2016-06-20,148.500000,150.500000,147.580002,147.750000,140.038696,3338900
2016-06-21,148.500000,148.830002,147.119995,148.350006,140.607376,2424600
2016-06-22,148.009995,150.119995,147.990005,148.139999,140.408340,2487600
2016-06-23,150.559998,152.800003,150.139999,152.660004,144.692444,2940500
2016-06-24,143.029999,146.419998,140.919998,141.860001,134.456085,9442200
2016-06-27,140.070007,141.229996,138.199997,139.509995,132.228745,7381000
2016-06-28,142.210007,142.619995,139.820007,142.410004,134.977386,5041500
2016-06-29,143.600006,145.550003,142.929993,145.500000,137.906128,3804100
2016-06-30,146.669998,148.880005,145.369995,148.580002,140.825348,4528600
2016-07-01,148.490005,150.699997,148.070007,148.250000,140.512589,3096800
2016-07-05,146.720001,146.940002,143.330002,144.449997,136.910889,3943000
2016-07-06,142.940002,145.940002,142.619995,145.580002,137.981918,2941800
2016-07-07,146.000000,148.089996,145.360001,147.000000,139.327850,2578300
2016-07-08,149.360001,150.919998,148.309998,150.380005,142.531403,3281400
2016-07-11,151.490005,152.979996,151.380005,152.190002,144.246979,3041600
2016-07-12,154.000000,157.250000,153.919998,156.919998,148.730042,5110800
2016-07-13,157.000000,158.270004,156.149994,157.919998,149.677902,4276400
2016-07-14,160.289993,163.240005,160.009995,162.539993,154.056778,5087700
2016-07-15,162.860001,163.139999,160.699997,161.639999,153.203735,3078400
2016-07-18,162.360001,164.089996,162.009995,163.330002,154.805542,4734500
2016-07-19,162.020004,164.080002,160.729996,161.410004,152.985764,5399700
2016-07-20,162.550003,162.889999,159.220001,161.770004,153.326965,3547800
2016-07-21,161.710007,161.899994,159.770004,160.050003,151.696716,2855500
2016-07-22,160.289993,160.729996,159.860001,160.410004,152.037964,1811700
2016-07-25,159.639999,161.330002,159.610001,160.509995,152.132751,1956100
2016-07-26,160.679993,161.500000,159.419998,161.160004,152.748810,2150100
2016-07-27,161.199997,162.169998,160.410004,160.990005,152.587677,2317200
2016-07-28,160.179993,160.960007,158.839996,160.529999,152.151703,2047400
2016-07-29,159.509995,160.190002,158.649994,158.809998,150.521439,2388200
2016-08-01,158.809998,159.919998,157.929993,158.179993,149.924316,2316300
2016-08-02,157.649994,158.460007,155.369995,156.059998,147.914978,3182800
2016-08-03,156.449997,158.949997,156.179993,158.339996,150.075943,2284700
2016-08-04,158.220001,158.899994,157.410004,158.050003,149.801132,2005700
2016-08-05,159.750000,162.130005,159.199997,162.089996,153.630280,2676100
2016-08-08,162.100006,163.979996,162.009995,162.830002,154.331635,2266600
2016-08-09,162.500000,164.580002,162.500000,163.440002,154.909821,1957400
2016-08-10,163.449997,163.600006,162.009995,162.190002,153.725067,1656100
2016-08-11,162.199997,164.250000,161.929993,163.860001,155.307892,1827700
2016-08-12,162.669998,163.369995,162.070007,163.250000,154.729736,1440800
2016-08-15,163.869995,165.839996,163.800003,165.550003,156.909683,2222200
2016-08-16,164.990005,166.759995,164.720001,165.649994,157.004425,2523800
2016-08-17,165.940002,166.320007,164.740005,165.669998,157.023376,2061700
2016-08-18,165.339996,166.559998,164.630005,166.059998,157.393066,1750500
2016-08-19,165.360001,166.899994,164.500000,166.229996,157.554169,1840900
2016-08-22,166.000000,166.910004,164.889999,166.259995,157.582611,1448100
2016-08-23,167.000000,167.850006,165.979996,166.080002,157.412018,1965500
2016-08-24,165.779999,166.699997,164.850006,165.300003,156.672760,2035300
