Date,Open,High,Low,Close,Adj Close,Volume
2019-02-11,54.759998,54.810001,54.563000,54.650002,53.750587,217100
2019-02-12,55.009998,55.380001,54.952000,55.299999,54.389889,213700
2019-02-13,55.490002,55.632999,55.345001,55.500000,54.586594,232600
2019-02-14,55.250000,55.650002,55.099998,55.410000,54.498077,1117200
2019-02-15,55.770000,55.980000,55.764000,55.970001,55.048862,203400
2019-02-19,55.869999,56.230000,55.869999,56.070000,55.147221,354900
2019-02-20,56.060001,56.223999,55.919998,56.110001,55.186558,196100
2019-02-21,56.009998,56.060001,55.730000,55.900002,54.980015,288100
2019-02-22,56.070000,56.338001,56.070000,56.310001,55.383270,160000
2019-02-25,56.610001,56.693001,56.279999,56.320000,55.393101,152800
2019-02-26,56.240002,56.444000,56.189999,56.279999,55.353756,178300
2019-02-27,56.130001,56.299999,55.917000,56.230000,55.304581,434700
2019-02-28,56.150002,56.285000,56.060001,56.090000,55.166885,234100
2019-03-01,56.480000,56.570000,56.150002,56.480000,55.550468,168100
2019-03-04,56.689999,56.700001,55.673000,56.169998,55.245567,234400
2019-03-05,56.189999,56.230000,56.009998,56.110001,55.186558,313000
2019-03-06,56.090000,56.110001,55.639999,55.700001,54.783306,361200
2019-03-07,55.610001,55.610001,55.070000,55.250000,54.340714,401200
2019-03-08,54.820000,55.160000,54.740002,55.139999,54.232521,419000
2019-03-11,55.290001,55.939999,55.222000,55.939999,55.019352,279700
2019-03-12,56.040001,56.220001,55.990002,56.119999,55.196392,637600
2019-03-13,56.290001,56.669998,56.169998,56.450001,55.520966,274400
2019-03-14,56.419998,56.525002,56.250000,56.400002,55.471790,248900
2019-03-15,56.529999,56.860001,56.490002,56.709999,55.776684,654500
2019-03-18,56.759998,56.970001,56.660000,56.900002,55.963558,190400
2019-03-19,57.060001,57.290001,56.759998,56.959999,56.022568,328200
2019-03-20,56.900002,57.099998,56.459999,56.720001,55.786518,296400
2019-03-21,56.549999,57.529999,56.549999,57.450001,56.504505,179700
2019-03-22,57.150002,57.279999,56.349998,56.349998,55.422607,586900
2019-03-25,56.090000,56.320999,55.849998,56.119999,55.418655,276700
2019-03-26,56.509998,56.720001,56.180000,56.480000,55.774162,184000
2019-03-27,56.500000,56.599998,55.867001,56.209999,55.507538,607500
2019-03-28,56.349998,56.535000,56.130001,56.439999,55.734661,826100
2019-03-29,56.730000,56.879002,56.570000,56.830002,56.119793,171700
2019-04-01,57.259998,57.490002,57.200001,57.459999,56.741913,192100
2019-04-02,57.430000,57.459999,57.272999,57.410000,56.692539,176700
2019-04-03,57.650002,57.827999,57.470001,57.630001,56.909790,261800
2019-04-04,57.680000,57.770000,57.450001,57.709999,56.988789,173000
2019-04-05,57.869999,58.000000,57.851002,57.990002,57.265289,149300
2019-04-08,57.880001,58.060001,57.730000,58.060001,57.334419,1445700
2019-04-09,57.849998,57.884998,57.619999,57.730000,57.008537,260400
2019-04-10,57.810001,57.980000,57.750000,57.950001,57.225792,243700
2019-04-11,58.049999,58.060001,57.849998,57.990002,57.265289,153400
2019-04-12,58.290001,58.327999,58.110001,58.290001,57.561539,167800
2019-04-15,58.320000,58.500000,58.091000,58.290001,57.561539,225100
2019-04-16,58.470001,58.500000,58.084999,58.200001,57.472668,387200
2019-04-17,58.439999,58.439999,57.916000,58.000000,57.275166,392900
2019-04-18,58.169998,58.185001,57.830002,58.139999,57.413414,192800
2019-04-22,57.980000,58.150002,57.939999,58.130001,57.403542,171200
2019-04-23,58.220001,58.717999,58.162998,58.660000,57.926914,255100
2019-04-24,58.680000,58.833000,58.619999,58.630001,57.897293,178100
